Category,Subcategory,Name,Brand,SKU,Price,RegularPrice,DiscountRate,UnitPrice,Status,Date
Süt Ürünleri & Kahvaltılık,Süzme,Biogurme Organik Labne 200 G,Biogurme,10300209,124.95,124.95,0,"(624,75 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Organik,Atatürk Orman Çiftliği Organik Yumurta 10'lu M 53-63 G,Atatürk Orman Çiftliği,20000075,149.95,149.95,0,"(14,99 TL/Adet)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Tereyağı,Elta Ada Organik Tereyağı 200 G,Elta Ada,12010984,283.95,283.95,0,"(1419,75 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Kakaolu Kremalar,Züber Kakaolu Fındık Kreması 315 g,Züber,07150049,560.95,560.95,0,"(1780,79 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Fomilk Badem 1 L,Fomilk,11018028,175.0,175.0,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Fıstık Ezmeleri,Fropıe %100 Yer Fıstığı Ezmesi 315 G,Fropie,07150078,354.5,354.5,0,"(1125,39 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,The Good Wild Yer Fıstıklı Protein Granola 250 G,The Good Wild,05095512,245.9,245.9,0,"(983,60 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Fomilk Badem Şekersiz 1 L,Fomilk,11018038,175.0,175.0,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Tahin & Pekmez,Hünnap Keçiboynuzu Özü 640 G,Hünnap,07085664,179.95,179.95,0,"(281,17 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Alpro Profesyonel Bademli İçecek 1 L,Alpro,11019190,169.9,250.0,32,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Fıstık Ezmeleri,Fropie Probiyotikli Crunchy Yer Fıstığı Ezmesi 315 G,Fropie,07150079,354.5,354.5,0,"(1125,39 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Fomilk Bitkisel Bazlı Hindistan Cevizli Barista 1 L,Fomilk,11010289,189.0,189.0,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Fıstık Ezmeleri,Züber Original Fıstık Ezmesi 315 G,Züber,07155930,356.95,356.95,0,"(1133,17 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Diğer Ezme & Kremalar,Maksilla Kakaolu Tahin Kreması 350 G,Maksilla,07080362,249.9,249.9,0,"(714,00 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,Naturiga Keto Granola Coconut Blueberry 250 G,Naturiga,05095506,295.0,295.0,0,"(1180,00 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Nilky Bademli Şekersiz İçecek 1L,Nilky,11019915,159.95,159.95,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,The Good Wild Granola Karışık Meyveli 300 G.,The Good Wild,05042350,255.0,255.0,0,"(850,00 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,The Good Wild Kids Granola 250 G,The Good Wild,05095513,245.9,245.9,0,"(983,60 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Yerli Yöresel,Trakya Çiftliği Vegan Krem Sade 200 G,Trakya Çiftliği,10409151,126.9,126.9,0,"(634,50 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,Glutensiz Fabrika Yaban Mersinli Karabuğday Granola 200G,Glütensiz Fabrika,05090070,99.95,99.95,0,"(499,75 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Tahin & Pekmez,Pol’s Gurme Serisi Yerli Susam Tahin 500 g,Pol's Freeze Fresh,07080258,386.5,386.5,0,"(773,00 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Fomilk Badem 200 Ml,Fomilk,11018033,45.0,45.0,0,"(225,00 TL/Litre)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Fomilk Hindistan Cevizi Şekersiz 1L,Fomilk,11010173,175.0,175.0,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,The Good Wild Granola Çilekli Çikolatalı 300 G.,The Good Wild,05042326,275.0,275.0,0,"(916,66 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Fomilk Hindistan Cevizi 1 L,Fomilk,11010836,175.0,175.0,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Alpro Bademli İçecek 1 L,Alpro,11011012,159.9,225.0,29,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Diğer Ezme & Kremalar,Noi Badem Ezmesi 170 G,Noi,07155924,324.5,324.5,0,"(1908,82 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,The Good Wild Granola Arı Ekmeği & Polen 300 G.,The Good Wild,05042349,315.0,315.0,0,"(1050,00 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Kocamaar Badem İçeceği Konsantre %100 Badem 240 G,Kocamaar Çiftliği Datça,11010254,650.0,650.0,0,"(2708,33 TL/Litre)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,Fro Atıştırmalık Granola 50 G,Fro,07031142,175.95,175.95,0,"(3519,00 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Diğer Ezme & Kremalar,Maksilla Sütlü Tahin Kreması 350 G,Maksilla,07151732,249.9,249.9,0,"(714,00 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,Pol's Freeze Fresh Life Fun Mix 20 G,Pol's Freeze Fresh,05080262,118.5,118.5,0,"(5925,00 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Fıstık Ezmeleri,Fropie Lukuma Meyveli Yer Fıstığı Ezmesi 315 G,Fropie,07150090,354.5,354.5,0,"(1125,39 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,Pol's Freeze Fresh Life Joy Mix 20 G,Pol's Freeze Fresh,05080257,118.5,118.5,0,"(5925,00 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,Fropie Yer Fıs.&çilek Vitaminli Granola 240G,Fropie,05040786,129.9,129.9,0,"(541,25 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Krema & Kaymak,Schlagfix Çikolatalı Sprey Krema 200 Ml,Schlagfix,11550909,195.0,195.0,0,"(975,00 TL/Litre)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Nilky Hindistan Cevizli İçecek 1 L,Nilky,11019917,159.95,159.95,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Fomilk Fındık 1 L,Fomilk,11018027,149.95,149.95,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Kocamaar Bademli Konsantre İçecek 270 G,Kocamaar Çiftliği Datça,11015566,650.0,650.0,0,"(2407,40 TL/Litre)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Nilky Bademli İçecek 1 L,Nilky,11019916,159.95,159.95,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Fomilk Fındıklı İçecek 200 Ml,Fomilk,11018029,45.0,45.0,0,"(225,00 TL/Litre)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Nilky Şekersiz Hindistan Cevizli İçecek 1 L,Nilky,11010281,159.95,159.95,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Fomilk Yulaf 1 L,Fomilk,11019194,175.0,175.0,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Fomilk Bitkisel Bazlı Hindistan Cevizli Matchalı İçecek 1 L,Fomilk,11010272,189.0,189.0,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Fomilk Fındık Şekersiz 1 L,Fomilk,11010837,175.0,175.0,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Fomilk Bitkisel Bazlı Yulaflı Matchalı İçecek 1 L,Fomilk,11010286,189.0,189.0,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Fıstık Ezmeleri,Fropie Çikolatalı Kakao Nibli Yer Fıstık Ezmesi 315G,Fropie,07150088,354.5,354.5,0,"(1125,39 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Taze,Itz Nutz Otlu Kalıp Kaju 200 G,Itz Nutz,10400222,344.95,344.95,0,"(1724,75 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,Naturiga Berry Karabuğdaylı Hazır Müsli 250 G,Naturiga,05095495,325.0,325.0,0,"(1300,00 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Fomilk Şekersiz Fındıklı İçecek 200 Ml,Fomilk,11018035,45.0,45.0,0,"(225,00 TL/Litre)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Tahin & Pekmez,Pol’s Gurme Serisi Yerli Susam Çifte Kavrulmuş Tahin 500 g,Pol's Freeze Fresh,07080256,386.5,386.5,0,"(773,00 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Helva,Pol’s Gurme Serisi Yerli Susam  Ermenek Helvası 300 g,Pol's Freeze Fresh,07080253,209.95,209.95,0,"(699,83 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Organik,Flotty Organik 10'lu M Orta Boy Yumurta (53-62 G),Flotty,20001997,149.95,149.95,0,"(14,99 TL/Adet)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Organik,Orvital Organik 10'lu M Orta Boy Yumurta (53-62 G),Orvital,20001940,149.95,149.95,0,"(14,99 TL/Adet)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Sade,Elta Ada Organik Tam Yağlı Yoğurt 600 G,Elta Ada,12501151,223.5,223.5,0,"(372,50 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Organik,S.s Organik Gıda Yumurta 10'lu M Boy 53-63 G,S.S. Tire Organik Gıda Kooperatifi,20000078,144.9,144.9,0,"(14,49 TL/Adet)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Pastorize Günlük Süt,Elta Ada Organik Pastörize Süt 1 L,Elta Ada,11018891,151.5,151.5,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Pastorize Günlük Süt,Elta Ada Organik Pastörize Jersey Sütü 1 L,Elta Ada,11018900,196.0,196.0,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Kaymaklı,Elta Ada Organik Tam Yağlı Tava Yoğurt 900 G,Elta Ada,12509723,201.0,201.0,0,"(223,33 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Kaymaklı,Tire Süt Organik Kaymaklı Yoğurt 750G,Tire Süt Kooperatifi,12502037,154.0,154.0,0,"(205,33 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Süzme,Biogurme Organik Labne 200 G,Biogurme,10300209,124.95,124.95,0,"(624,75 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Organik,Atatürk Orman Çiftliği Organik Yumurta 10'lu M 53-63 G,Atatürk Orman Çiftliği,20000075,149.95,149.95,0,"(14,99 TL/Adet)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Tereyağı,Elta Ada Organik Tereyağı 200 G,Elta Ada,12010984,283.95,283.95,0,"(1419,75 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Organik,M Life Organik 10'lu M - Orta Boy Yumurta (53-62 G),M Life,20001943,144.95,144.95,0,"(14,49 TL/Adet)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Organik,Raya Organik M Boy Yumurta 8'li (53 - 62 G),Raya,20000310,122.95,122.95,0,"(15,36 TL/Adet)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Organik,Flotty Herbs M Boy Organik Yumurta 10'lu 53-62G,Flotty,20002009,149.95,149.95,0,"(14,99 TL/Adet)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Taze,Elta Ada Organik Kaşar Peyniri 400 G,Elta Ada,10108764,407.95,407.95,0,"(1019,87 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Organik,Flotty Sports M Boy Organik Yumurta10lu 53-62G,Flotty,20002010,149.95,149.95,0,"(14,99 TL/Adet)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Sade,"Pınar Organik Homojenize %3,5 Yağlı Yoğurt 4X125 G",Pınar,12508768,103.5,103.5,0,"(207,00 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Taze,Tire Süt Kooperatifi Organik Taze Kaşar 400G,Tire,10101355,351.95,351.95,0,"(879,87 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Organik,Doğalım Organik Yumurta 10'lu M Boy (53-62G),Doğalım,20002026,139.95,139.95,0,"(13,99 TL/Adet)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Süzme,Elta Ada Organik Süzme Yoğurt 350 Gr,Elta Ada,12509725,195.5,195.5,0,"(558,57 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Süzme,Pınar Organik Labne Peyniri 180 G,Pınar,10300064,96.9,96.9,0,"(538,33 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Süzme,Biogurme Organik Laktozsuz Labne 200 G,Biogurme,10302081,127.95,127.95,0,"(639,75 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Pastorize Günlük Süt,Elta Ada Organik Pastörize Keçi Sütü 1 L,Elta Ada,11018899,265.5,265.5,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Yeşil,Zertum Organik Kırma Yeşil Zeytin 101 - 140 Ad/kg,Zertum,16021155,576.95,576.95,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Siyah,Zertum Organik Sele Zeytin 231 - 290 Ad/Kg,Zertum,16011304,733.95,733.95,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Organik,Tazedirekt Organik Yumurta  10'Lu (53-62) G,Tazedirekt,20001949,144.95,144.95,0,"(14,49 TL/Adet)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Raya Organik Tam Yağlı Jersey Sütünden Yoğurt 600 G,Raya,12501148,199.95,199.95,0,"(333,25 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Organik,Kor Organik 10'lu M Orta Boy Yumurta ( 53-62 G ),Kor,20001924,144.9,144.9,0,"(14,49 TL/Adet)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Sade,Elta Ada Organik Yarım Yağlı Yoğurt 600 G,Elta Ada,12501140,171.5,171.5,0,"(285,83 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Tereyağı,Akmeşe Çiftliği Organik Yayık Tereyağı 500G,Akmeşe Organik Süt Çiftliği,12017020,579.95,579.95,0,"(1159,90 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özel Bal Ürünleri,Eğriçayır Organik Polifloralı Çiçek Balı 450 G.,Eğriçayır,07070103,1395.5,1395.5,0,"(3101,11 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Pastorize Günlük Süt,Raya Organik Pastörize Tam Yağlı Jersey Sütü 1 L,Raya,11011400,189.95,189.95,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Süzme,Elta Ada Organik Tam Yağlı Taze Beyaz Peynir 500 G,Elta Ada,10019234,400.0,400.0,0,"(800,00 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Çiçek Balı,Troas Floral Serıes Organik Ham Bal 340G,Troas,07070023,1039.9,1039.9,0,"(3058,52 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Dünya Peynirleri,Clearspring Organic Tofu 300 G,Clearspring,10403361,245.0,245.0,0,"(816,66 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Siyah,Zertum Organik Sele Siyah Zeytin 400 g,Zertum,16011303,399.0,399.0,0,"(997,50 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Yeşil,Zertum Organik Yeşil Zeytin Salatası 290 G,Zertum,16000010,299.0,299.0,0,"(1031,03 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özel Bal Ürünleri,Eğriçayır Organik Polen 200 G.,Eğriçayır,07070173,562.0,562.0,0,"(2810,00 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Yeşil,Zertum Organik Izgara Zeytin 265 G,Zertum,16000009,285.0,285.0,0,"(1075,47 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özel Bal Ürünleri,Eğriçayır Organik Propolisli Boğaz Spreyi 20 Ml,Eğriçayır,07079777,510.0,510.0,0,"(25500,00 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Tereyağı,Raya Organik Jersey Sütünden Pastörize Tereyağı 400 G,Raya,12010062,539.95,539.95,0,"(1349,87 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Klasik İnek,Raya Organik Jersey Sütünden Tam Yağlı Taze Beyaz Peynir 300 G,Raya,10010149,264.95,264.95,0,"(883,16 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Siyah,Bubashcka Doğal Kurutulmuş Siyah Zeytin 310 G,Bubashcka,16010037,485.0,485.0,0,"(1564,51 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Yeşil,Zertum Organik Kırma Yeşil Zeytin 100-140 1 Kg,Zertum,16011291,695.0,695.0,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Taze,Orvital Organik Tam Yağlı Taze Kaşar Peyniri 400 G,Orvital,10104578,379.9,379.9,0,"(949,75 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özel Bal Ürünleri,Şahbaz Çaylı Organik Krem Bal 450 G,Şahbaz,07070142,675.0,675.0,0,"(1500,00 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Organik,Flotty Baby S Boy Organik Yumurta 10'lu <53G,Flotty,20002011,139.95,139.95,0,"(13,99 TL/Adet)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Gevrekler,Ots Organik Pancarlı Tahıl Topları 300 G,OTS,05095500,284.95,284.95,0,"(949,83 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özel Bal Ürünleri,Troas Dark Serıes Organik Ham Bal 340G,Troas,07070024,1560.5,1560.5,0,"(4589,70 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Gevrekler,Ots Organik Keçiboynuzlu Tahıl Topları 300 G,OTS,05095501,190.0,190.0,0,"(633,33 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Klasik İnek,Raya Orginal Jersey Sütünden Olgunlaştırılmış Tam Yağlı Peynir 400 G,Raya,10010148,529.95,529.95,0,"(1324,87 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özel Bal Ürünleri,Eğriçayır Organik Arı Sütü-Polen-Propolis Karışımı 240 G,Eğriçayır,07070177,1226.5,1226.5,0,"(5110,41 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özel Bal Ürünleri,Eğriçayır Organik Alkol Bazlı Propolis 20 Ml,Eğriçayır,07070176,445.0,445.0,0,"(22250,00 TL/Litre)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Çiçek Balı,Beetopia Yüksek Yayla Organik Bayburt Çiçek Balı 450G,Beetopia,07070056,1183.5,1183.5,0,"(2630,00 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özel Bal Ürünleri,Eğriçayır Organik Propolis Damla Su Bazlı 20 Ml,Eğriçayır,07070169,445.0,445.0,0,"(22250,00 TL/Litre)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Gevrekler,Ots Organik Karışık Tahıl Patlağı 60 G,OTS,05080190,130.0,130.0,0,"(2166,66 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Siyah,Bubashcka Organik Siyah Zeytin Ezmesi 180 G,Bubashcka,16010035,355.0,355.0,0,"(1972,22 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Yeşil,Zertum Organik Domat Kırma Yeşil Zeytin 750 G,Zertum,16021320,435.0,435.0,0,"(414,28 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Kase,Lurpak Organik Sürülebilir Yağ 250 G,Lurpak,04205133,504.95,504.95,0,"(2524,75 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Siyah,Zertum Organik Sele Zeytin 900 G 230 - 260 Ad/kg,Zertum,16011290,733.95,733.95,0,"(815,50 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Çam Balı,Troas Forest Series Organik Ham Bal 340 G,Troas,07070084,975.95,975.95,0,"(2870,44 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Yeşil,Zertum Organik Kırma Yeşil Zeytin 475 G 100 - 140 Adet/kg,Zertum,16021156,399.0,399.0,0,"(840,00 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Alpro Şekersiz Badem İçeceği 1 L,Alpro,11562078,159.9,225.0,29,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Alpro Barista Profesyonel Yulaflı İçecek 1 L,Alpro,11019239,169.9,250.0,32,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,Moms Granola Çilek Chia 360 G,Mom's Natural Foods,05049905,254.95,254.95,0,"(708,19 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Alpro Şekersiz Yulaf İçeceği 1 L,Alpro,11019215,159.9,225.0,29,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Alpro Hindistan Cevizi İçeceği Şekersiz 1 L,Alpro,11019008,159.9,225.0,29,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,Mom's Granola Muz Ceviz 360 G,Mom's Natural Foods,05049908,234.95,234.95,0,"(652,63 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Alpro Vanilya Badem İçeceği 1 L,Alpro,11015554,169.9,250.0,32,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,Moms Granola Kakao Fındık 360 G,Mom's Natural Foods,05049907,234.95,234.95,0,"(652,63 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Alpro Bitter Çikolata Badem İçeceği 1 L,Alpro,11015551,169.9,250.0,32,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Alpro Yulaf İçeceği 1 L,Alpro,11018886,159.9,225.0,29,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Alpro Bademli İçecek 250 Ml,Alpro,11018883,49.9,74.9,33,"(199,60 TL/Litre)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Fıstık Ezmeleri,Züber %100 Fıstık Ezmesi 315 G,Züber,07155947,356.95,356.95,0,"(1133,17 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Reçel,Kocamaar Şeker İlavesiz Bergamot Elma Reçeli 280G,Kocamaar Çiftliği Datça,07054569,380.0,380.0,0,"(1357,14 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Alpro Hindistan Cevizi İçeceği 1 L,Alpro,11018885,159.9,225.0,29,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Fındık Ezmeleri,Wefood Fındık Ezmesi Çikolatalı Hurmalı 200 G.,Wefood,07080206,499.9,499.9,0,"(2499,50 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Diğer Ezme & Kremalar,Noi Beyaz Badem Ezmesi 170 G.,Noi,07156010,324.5,324.5,0,"(1908,82 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,Fellas Vegan Protein Granola Kırmızı Meyveler 270 G,Fellas,05090104,199.95,199.95,0,"(740,55 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Alpro Yulaf & Badem İçeceği 1 L,Alpro,11015552,159.9,225.0,29,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,Alpen Şekersiz Müsli 560G,Alpen,07137656,335.0,335.0,0,"(598,21 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,Fropıe Elma & Badem Granola 360 G,Fropie,05095514,249.9,249.9,0,"(694,16 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Tatlı,Saf Fıstık Ezmeli & Fındıklı Granola 45 G,Saf,05100101,119.0,119.0,0,"(2644,44 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Dünya Peynirleri,Vegan Pizza Peyniri 200 G,G.C. Gıda,10406780,149.9,149.9,0,"(749,50 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Soslar,Talia Kuru Domatesli Kahvaltılık Sos 290 G.,Talia,09100115,371.9,371.9,0,"(1282,41 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Müsli,Fellas Vegan Protein Granola Karışık Kuruyemiş & Kakao 270G,Fellas,05090103,199.95,199.95,0,"(740,55 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Yeşil,Nutruit Olipop Portakal Kabuğu Dolgulu Yeşil Zeytin 30G,Nutruit,16021295,29.9,29.9,0,"(996,66 TL/Kg)",IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Özellikli,Fomilk Badem Barista Bitkisel Bazlı Bademli İçecek 1 L,Fomilk,11010288,189.0,189.0,0,,IN_SALE,2026-02-25
Süt Ürünleri & Kahvaltılık,Tatlı,Saf Tahinli & Yaban Mersinli Granola 45 G,Saf,05100107,119.0,119.0,0,"(2644,44 TL/Kg)",IN_SALE,2026-02-25
