id,sku,name,brand,category,regular_price,shown_price,discount_rate,unit,status,image_url,product_url
20000010019032,10019032,Migros Koyun-Keçi-İnek Peyniri 350 G,Migros,Koyun Peyniri,159.0,159.0,0,PIECE,IN_SALE,,https://www.migros.com.tr/migros-koyun-keci-inek-peyniri-350-g-p-98e0d8
20000010404030,10404030,Akpınar Tam Yağlı Taze Tel Peynir Kg,Akpınar,Yerli Yöresel Peynir,515.0,515.0,0,GRAM,IN_SALE,,https://www.migros.com.tr/akpinar-tam-yagli-taze-tel-peynir-kg-p-9ec0be
20000010019109,10019109,Altınkılıç Tam Yağlı Tulum Peynir Kg,Altınkılıç,Tulum Peyniri,830.0,830.0,0,GRAM,IN_SALE,,https://www.migros.com.tr/altinkilic-tam-yagli-tulum-peynir-kg-p-98e125
20000046054047,46054047,Torku Krem Peynir 300 G,Torku,Krem Peynir,129.95,129.95,0,PIECE,IN_SALE,,https://www.migros.com.tr/torku-krem-peynir-300-g-p-2beba9f
20000046054733,46054733,Pınar Üçgen Peynir 16'lı 200 G,Pınar,Üçgen & Burger Peynir,109.9,109.9,0,PIECE,IN_SALE,,https://www.migros.com.tr/pinar-ucgen-peynir-16li-200-g-p-2bebd4d
20000010403254,10403254,Muratbey Tel Peyniri Kg,Muratbey,Yerli Yöresel Peynir,799.0,799.0,0,GRAM,IN_SALE,,https://www.migros.com.tr/muratbey-tel-peyniri-kg-p-9ebdb6
20000010302040,10302040,La Vache Qui Rit Krem Peynir 500 G,La Vache Qui Rit,Krem Peynir,199.0,199.0,0,PIECE,IN_SALE,,https://www.migros.com.tr/la-vache-qui-rit-krem-peynir-500-g-p-9d3258
20000010400036,10400036,Güngör Ersoylar İsli Saçaklı Peynir 200 G,Güngör Ersoylar,Yerli Yöresel Peynir,219.95,219.95,0,PIECE,IN_SALE,,https://www.migros.com.tr/gungor-ersoylar-isli-sacakli-peynir-200-g-p-9eb124
20000010019236,10019236,Tahsildaroğlu Gurme Ezine Peyniri 450 G,Tahsildaroğlu,Koyun Peyniri,529.9,419.9,21,PIECE,IN_SALE,,https://www.migros.com.tr/tahsildaroglu-gurme-ezine-peyniri-450-g-p-98e1a4
20000010403990,10403990,Ariste Peynir Dilimleri 150 G,Ariste,Yerli Yöresel Peynir,299.9,217.5,27,PIECE,IN_SALE,,https://www.migros.com.tr/ariste-peynir-dilimleri-150-g-p-9ec096
